id,Source,target(zh-CN),target(en-US),target(zh-HK)
ccfe-000000307,操作口令为当前管理员密码，可通过管理员管理-重置密码操作进行口令设置或更新,操作口令为当前管理员密码，可通过管理员管理-重置密码操作进行口令设置或更新,"The operation password is the current administrator password, which can be set or updated through the administrator management reset password operation",操作口令為當前管理員密碼，可通過管理員管理-重置密碼操作進行口令設置或更新
ccfe-000000308,提示,提示,Tips,提示
ccfe-000000309,操作口令不正确,操作口令不正确,Incorrect operation password,操作口令不正確
ccfe-000000310,操作口令校验异常：xxx,操作口令校验异常：xxx,Abnormal verification of operation password: xxx,操作口令校驗異常：xxx
ccfe-000000311,已使用,已使用,Used already,已使用
ccfe-000000312,选取文件,选取文件,Select file,選取文件
ccfe-000000313,当前只能选择1个文件,当前只能选择1个文件,"Currently, only one file can be selected",當前只能選擇1個文件
ccfe-000000314,文件大小不能超过,文件大小不能超过,The file size cannot exceed,文件大小不能超過
ccfe-000000315,上传成功！,上传成功！,Upload successful!,上傳成功！
ccfe-000000316,上传进度,上传进度,Upload Progress,上傳進度
ccfe-000000317,平均速度,平均速度,average velocity,平均速度
ccfe-000000318,"只能上传png,jpg文件，且不超过1MB","只能上传png,jpg文件，且不超过1MB","Only PNG and JPG files can be uploaded, and they should not exceed 1MB","只能上傳png,jpg文件，且不超過1MB"
ccfe-000000319,文件大小不能超过xxxM！,文件大小不能超过xxxM！,The file size cannot exceed xxxM!,文件大小不能超過xxxM！
ccfe-000000320,文件大小不能超过xxxKB！,文件大小不能超过xxxKB！,The file size cannot exceed xxxKB!,文件大小不能超過xxxKB！
ccfe-000000321,共 xxx 条记录,共 xxx 条记录,A total of xxx records,共 xxx 條記錄
ccfe-000000322,每页显示,每页显示,Display per page,每頁顯示
ccfe-000000323,跳至,跳至,Jump to,跳至
ccfe-000000324,页,页,page,頁
ccfe-000000325,前往,前往,go to,前往
ccfe-000000326,复制,复制,copy,複製
ccfe-000000327,复制成功！,复制成功！,Copy successful!,複製成功！
ccfe-000000328,复制失败,复制失败,copy failed,複製失敗
ccfe-000000329,选择日期,选择日期,Select date,選擇日期
ccfe-000000330,选择月,选择月,Select Month,選擇月
ccfe-000000331,按天,按天,By day,按天
ccfe-000000332,按月,按月,monthly,按月
ccfe-000000333,微软雅黑,微软雅黑,"Microsoft YaHei ",微軟雅黑
ccfe-000000334,帮助中心,帮助中心,Help Center,幫助中心
ccfe-000000335,用户名：xxx,用户名：xxx,Username: xxx,用戶名：xxx
ccfe-000000336,未登录,未登录,Not logged in,未登錄
ccfe-000000337,退出登录,退出登录,Log out and log in,退出登錄
ccfe-000000338,修改密码,修改密码,Change Password,修改密碼
ccfe-000000339,原密码密码,原密码密码,Original Password Password,原密碼密碼
ccfe-000000340,新密码,新密码,New password,新密碼
ccfe-000000341,确认密码,确认密码,Confirm password,確認密碼
ccfe-000000342,请输入验证码,请输入验证码,Please enter the verification code,請輸入驗證碼
ccfe-000000343,请输入账号,请输入账号,Please enter your account,請輸入賬號
ccfe-000000344,请输入密码,请输入密码,Please input a password,請輸入密碼
ccfe-000000345,用户注册,用户注册,User Registration,用戶註冊
ccfe-000000346,请输入邮箱地址或手机号码作为账号,请输入邮箱地址或手机号码作为账号,Please enter your email address or phone number as your account,請輸入郵箱地址或手機號碼作為賬號
ccfe-000000347,验证码,验证码,Verification Code,驗證碼
ccfe-000000348,昵称,昵称,nickname,暱稱
ccfe-000000349,密码,密码,password,密碼
ccfe-000000350,注册,注册,register,註冊
ccfe-000000351,返回登录,返回登录,Return to login,返回登錄
ccfe-000000352,邮箱地址或手机号码不能为空,邮箱地址或手机号码不能为空,Email address or phone number cannot be empty,郵箱地址或手機號碼不能為空
ccfe-000000353,邮箱地址或手机号码不正确,邮箱地址或手机号码不正确,Incorrect email address or phone number,郵箱地址或手機號碼不正確
ccfe-000000354,验证码不能为空,验证码不能为空,The verification code cannot be empty,驗證碼不能為空
ccfe-000000355,验证码长度为六,验证码长度为六,The length of the verification code is six,驗證碼長度為六
ccfe-000000356,8~30个字符。支持大小写字母、数字、特殊符号。,8~30个字符。支持大小写字母、数字、特殊符号。,"8~30 characters. Supports uppercase and lowercase letters, numbers, and special symbols.",8~30個字符。支持大小寫字母、數字、特殊符號。
ccfe-000000357,请再次输入密码,请再次输入密码,Please enter your password again,請再次輸入密碼
ccfe-000000358,两次输入密码不一致!,两次输入密码不一致!,The password entered twice is inconsistent!,兩次輸入密碼不一致!
ccfe-000000359,获取验证码,获取验证码,Obtain verification code,獲取驗證碼
ccfe-000000360,昵称在2-12个字符范围内,昵称在2-12个字符范围内,Nicknames are within the range of 2-12 characters,暱稱在2-12個字符範圍內
ccfe-000000361,注册成功，3秒后自动跳转登录页...,注册成功，3秒后自动跳转登录页...,"Registration successful, automatically redirected to login page after 3 seconds",註冊成功，3秒後自動跳轉登錄頁...
ccfe-000000362,请输入电子邮箱或电话号码,请输入电子邮箱或电话号码,Please enter your email or phone number,請輸入電子郵箱或電話號碼
ccfe-000000363,code验证暂未接入，直接下一步,code验证暂未接入，直接下一步,"Code verification has not been connected yet, please proceed to the next step directly",code驗證暫未接入，直接下一步
ccfe-000000364,xxx秒后重发,xxx秒后重发,Resend in xxx seconds,xxx秒後重發
ccfe-000000365,弱,弱,weak,弱
ccfe-000000366,简单,简单,simple,簡單
ccfe-000000367,一般,一般,commonly,一般
ccfe-000000368,强,强,strong,強
ccfe-000000369,您还没有创建资源备份,您还没有创建资源备份,You have not created a resource backup yet,您還沒有創建資源備份
ccfe-000000370,背景,背景,background,背景
ccfe-000000371,椭圆形,椭圆形,ellipse,橢圓形
ccfe-000000372,路径,路径,route,路徑
ccfe-000000373,头发,头发,Hair,頭髮
ccfe-000000374,矩形,矩形,rectangle,矩形
ccfe-000000375,很抱歉，访问发生错误,很抱歉，访问发生错误,"Sorry, there was an error in accessing",很抱歉，訪問發生錯誤
ccfe-000000376,页面正在建设中...,页面正在建设中...,The page is under construction,頁面正在建設中...
ccfe-000000377,操作日志,操作日志,Operation log,操作日誌
ccfe-000000378,请输入关键字,请输入关键字,Please enter keywords,請輸入關鍵字
ccfe-000000379,搜索,搜索,search,搜索
ccfe-000000380,参数,参数,parameter,參數
ccfe-000000381,请求接口,请求接口,Request interface,請求接口
ccfe-000000382,耗时(ms),耗时(ms),Time consumption (ms),耗時(ms)
ccfe-000000383,日志级别,日志级别,log level,日誌級別
ccfe-000000384,创建时间,创建时间,Creation Time,創建時間
ccfe-000000385,请输入类型、菜单或操作权限,请输入类型、菜单或操作权限,"Please enter the type, menu, or operation permission",請輸入類型、菜單或操作權限
ccfe-000000386,类型,类型,type,類型
ccfe-000000387,菜单,菜单,menu,菜單
ccfe-000000388,操作权限,操作权限,Operation permissions,操作權限
ccfe-000000389,全选,全选,Select All,全選
ccfe-000000390,角色授权,角色授权,Role authorization,角色授權
ccfe-000000391,角色授权（当前角色：xxx）,角色授权（当前角色：xxx）,Role authorization (current role: xxx),角色授權（當前角色：xxx）
ccfe-000000392,授权成功,授权成功,Authorization successful,授權成功
ccfe-000000393,未选中角色,未选中角色,No role selected,未選中角色
ccfe-000000394,请选择系统标识,请选择系统标识,Please select the system identifier,請選擇系統標識
ccfe-000000395,配置名称,配置名称,Configuration Name,配置名稱
ccfe-000000396,配置编码,配置编码,Configure encoding,配置編碼
ccfe-000000397,配置值,配置值,Configuration value,配置值
ccfe-000000398,系统标识,系统标识,System identification,系統標識
ccfe-000000399,备注,备注,Remarks,備註
ccfe-000000400,确定永久删除该用户吗？,确定永久删除该用户吗？,Are you sure to permanently delete this user?,確定永久刪除該用戶嗎？
ccfe-000000401,新增配置,新增配置,Add configuration,新增配置
ccfe-000000402,请输入内容,请输入内容,Please enter the content,請輸入內容
ccfe-000000403,配置描述,配置描述,Configuration Description,配置描述
ccfe-000000404,取 消,取 消,Cancel,取 消
ccfe-000000405,确 定,确 定,Determine,確 定
ccfe-000000406,请输入配置名称,请输入配置名称,Please enter the configuration name,請輸入配置名稱
ccfe-000000407,请输入配置编码,请输入配置编码,Please enter the configuration code,請輸入配置編碼
ccfe-000000408,请输入配置值,请输入配置值,Please enter configuration values,請輸入配置值
ccfe-000000409,删除成功!,删除成功!,Delete successfully!,刪除成功!
ccfe-000000410,组织结构,组织结构,organization structure,組織結構
ccfe-000000411,角色,角色,role,角色
ccfe-000000412,新增角色,新增角色,Add new role,新增角色
ccfe-000000413,请输入名称,请输入名称,Please enter a name,請輸入名稱
ccfe-000000414,名称,名称,name,名稱
ccfe-000000415,描述,描述,describe,描述
ccfe-000000416,创建日期,创建日期,Creation date,創建日期
ccfe-000000417,该角色己绑定政企版云电脑控制台，无法进行授权修改操作,该角色己绑定政企版云电脑控制台，无法进行授权修改操作,This role is already bound to the government enterprise version cloud computer console and cannot be authorized for modification operations,該角色己綁定政企版雲電腦控制檯，無法進行授權修改操作
ccfe-000000418,角色名称,角色名称,Role Name,角色名稱
ccfe-000000419,不能超过 24 个字符。必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号（:）、下划线（_）、点号（.）或者连字符（-）,不能超过 24 个字符。必须以大小字母或中文开头，可以包含中文、英文、数字、半角冒号（:）、下划线（_）、点号（.）或者连字符（-）,"Cannot exceed 24 characters. It must start with a uppercase or lowercase letter or Chinese, and can contain Chinese, English, numbers, semicolons (:), underscores (_), dots (.), or hyphens (-)",不能超過 24 個字符。必須以大小字母或中文開頭，可以包含中文、英文、數字、半角冒號（:）、下劃線（_）、點號（.）或者連字符（-）
